listener,artist,genre,region,minutes,day,month,year,date,premium
Ada,Grův,Pop,JP,139,3,2,2021,2021-02-03,True
Hana,Blue Ember,Jazz,UK,43,16,5,2023,2023-05-16,False
Ben,Nova,Pop,US,125,26,5,2021,2021-05-26,True
Cy,Grův,Pop,UK,50,2,8,2023,2023-08-02,True
Dee,Nova,Pop,EU,164,7,10,2022,2022-10-07,False
Gus,Vantablack,Rock,EU,208,24,1,2023,2023-01-24,True
Fay,Grův,Pop,UK,122,8,2,2023,2023-02-08,False
Gus,Vantablack,Rock,EU,94,25,10,2022,2022-10-25,False
Ben,Vantablack,Rock,EU,226,2,10,2021,2021-10-02,False
Gus,K.Low,HipHop,UK,159,3,6,2023,2023-06-03,True
Gus,Riftwave,Rock,US,103,30,8,2022,2022-08-30,False
Dee,Vantablack,Rock,US,7,20,8,2022,2022-08-20,False
Eli,The Larks,Jazz,JP,4,15,12,2021,2021-12-15,True
Ada,Nova,Pop,UK,54,11,1,2021,2021-01-11,False
Gus,The Larks,Jazz,UK,57,30,8,2022,2022-08-30,False
Hana,Marisol,Classical,UK,174,13,1,2022,2022-01-13,False
Dee,Vantablack,Rock,US,121,23,12,2022,2022-12-23,True
Eli,Riftwave,Rock,EU,240,4,2,2022,2022-02-04,True
Dee,Sol Fina,Pop,US,130,2,12,2023,2023-12-02,False
Ada,Riftwave,Rock,EU,217,16,1,2023,2023-01-16,False
Eli,Blue Ember,Jazz,UK,133,14,5,2022,2022-05-14,True
Fay,Echo Park,HipHop,US,86,15,2,2023,2023-02-15,True
Hana,Nova,Pop,US,172,11,12,2022,2022-12-11,False
Hana,Marisol,Classical,EU,108,11,11,2022,2022-11-11,True
Dee,Vantablack,Rock,US,66,25,9,2022,2022-09-25,True
Hana,Riftwave,Rock,US,114,18,10,2023,2023-10-18,False
Eli,Blue Ember,Jazz,EU,160,14,12,2021,2021-12-14,True
Fay,K.Low,HipHop,US,91,19,4,2022,2022-04-19,True
Eli,Sol Fina,Pop,US,169,5,10,2021,2021-10-05,True
Hana,Grův,Pop,US,236,16,9,2022,2022-09-16,False
Fay,The Larks,Jazz,EU,99,18,12,2023,2023-12-18,True
Ada,Riftwave,Rock,US,71,29,10,2022,2022-10-29,False
Ada,Nova,Pop,US,97,15,8,2021,2021-08-15,False
Dee,Nova,Pop,US,202,7,10,2023,2023-10-07,False
Eli,Vantablack,Rock,US,43,16,5,2023,2023-05-16,False
Fay,Riftwave,Rock,US,234,27,4,2022,2022-04-27,False
Dee,Blue Ember,Jazz,US,100,10,6,2021,2021-06-10,True
Eli,The Larks,Jazz,US,202,17,3,2022,2022-03-17,False
Hana,The Larks,Jazz,UK,189,31,5,2023,2023-05-31,False
Cy,The Larks,Jazz,EU,189,24,9,2022,2022-09-24,False
Dee,Blue Ember,Jazz,US,219,23,7,2021,2021-07-23,False
Eli,Sol Fina,Pop,US,45,23,6,2021,2021-06-23,True
Dee,Sol Fina,Pop,JP,143,26,11,2023,2023-11-26,False
Hana,Riftwave,Rock,EU,24,5,5,2022,2022-05-05,True
Hana,Vantablack,Rock,EU,72,22,1,2023,2023-01-22,False
Eli,Vantablack,Rock,US,10,30,1,2022,2022-01-30,True
Dee,K.Low,HipHop,UK,164,9,4,2021,2021-04-09,False
Eli,Echo Park,HipHop,US,146,28,3,2022,2022-03-28,False
Ben,Sol Fina,Pop,US,178,30,1,2023,2023-01-30,False
Dee,Vantablack,Rock,US,43,1,1,2022,2022-01-01,True
Ben,Echo Park,HipHop,UK,80,23,10,2022,2022-10-23,False
Ben,Echo Park,HipHop,US,163,25,4,2022,2022-04-25,True
Ada,Vantablack,Rock,UK,199,5,1,2022,2022-01-05,True
Eli,Blue Ember,Jazz,US,213,7,10,2021,2021-10-07,False
Ada,Echo Park,HipHop,US,18,13,10,2021,2021-10-13,False
Fay,Echo Park,HipHop,EU,97,7,10,2021,2021-10-07,False
Dee,Grův,Pop,EU,3,27,2,2023,2023-02-27,True
Cy,Riftwave,Rock,US,197,5,1,2022,2022-01-05,False
Gus,Marisol,Classical,UK,30,23,3,2023,2023-03-23,False
Eli,Grův,Pop,US,198,7,12,2021,2021-12-07,True
Fay,Vantablack,Rock,US,38,25,12,2021,2021-12-25,False
Fay,Grův,Pop,EU,4,10,10,2023,2023-10-10,False
Ada,Nova,Pop,US,211,18,8,2023,2023-08-18,False
Ben,Nova,Pop,UK,106,15,3,2022,2022-03-15,False
Eli,Echo Park,HipHop,UK,102,22,10,2021,2021-10-22,False
Hana,K.Low,HipHop,US,156,23,2,2023,2023-02-23,True
Ben,Vantablack,Rock,US,66,18,3,2021,2021-03-18,True
Ada,Marisol,Classical,US,166,15,5,2022,2022-05-15,False
Hana,Marisol,Classical,JP,103,19,10,2022,2022-10-19,False
Hana,Grův,Pop,UK,66,10,1,2023,2023-01-10,False
Ben,Nova,Pop,US,95,28,4,2021,2021-04-28,False
Dee,Echo Park,HipHop,US,2,4,1,2021,2021-01-04,False
Fay,The Larks,Jazz,UK,73,30,10,2021,2021-10-30,True
Ben,Sol Fina,Pop,US,142,11,5,2021,2021-05-11,False
Cy,K.Low,HipHop,UK,34,10,7,2022,2022-07-10,False
Dee,Riftwave,Rock,EU,29,4,10,2023,2023-10-04,False
Fay,Sol Fina,Pop,UK,158,10,11,2021,2021-11-10,True
Cy,Marisol,Classical,US,103,12,5,2022,2022-05-12,True
Dee,Riftwave,Rock,US,33,24,8,2021,2021-08-24,True
Cy,K.Low,HipHop,US,180,18,2,2021,2021-02-18,False
Gus,Grův,Pop,UK,187,9,2,2023,2023-02-09,False
Ben,Blue Ember,Jazz,EU,9,8,10,2021,2021-10-08,True
Ben,Riftwave,Rock,US,49,22,8,2022,2022-08-22,False
Ben,Sol Fina,Pop,UK,89,18,1,2023,2023-01-18,False
Hana,Riftwave,Rock,EU,176,9,7,2023,2023-07-09,True
Hana,Grův,Pop,US,18,23,7,2021,2021-07-23,False
Eli,The Larks,Jazz,US,194,29,9,2022,2022-09-29,False
Ben,Grův,Pop,US,77,25,9,2023,2023-09-25,True
Gus,Grův,Pop,EU,31,14,6,2022,2022-06-14,False
Dee,Blue Ember,Jazz,UK,208,14,2,2021,2021-02-14,False
Gus,Blue Ember,Jazz,EU,21,14,10,2021,2021-10-14,True
Cy,K.Low,HipHop,EU,32,21,5,2023,2023-05-21,True
Hana,Marisol,Classical,EU,228,18,5,2023,2023-05-18,False
Gus,The Larks,Jazz,JP,125,11,12,2021,2021-12-11,True
Ben,Echo Park,HipHop,EU,112,4,8,2021,2021-08-04,False
Fay,Sol Fina,Pop,EU,165,16,11,2021,2021-11-16,False
Cy,The Larks,Jazz,EU,152,23,9,2021,2021-09-23,False
Cy,Sol Fina,Pop,EU,148,23,3,2023,2023-03-23,False
Cy,K.Low,HipHop,EU,6,11,7,2023,2023-07-11,False
Fay,Marisol,Classical,JP,133,21,2,2021,2021-02-21,False
Cy,Vantablack,Rock,UK,67,23,3,2023,2023-03-23,False
Fay,Nova,Pop,UK,194,4,4,2023,2023-04-04,True
Eli,Echo Park,HipHop,UK,122,3,11,2022,2022-11-03,True
Gus,Sol Fina,Pop,EU,30,13,8,2023,2023-08-13,True
Hana,Echo Park,HipHop,UK,213,12,2,2021,2021-02-12,True
Ada,Vantablack,Rock,EU,69,6,2,2023,2023-02-06,False
Hana,Echo Park,HipHop,EU,66,20,5,2021,2021-05-20,True
Ada,Grův,Pop,JP,225,10,9,2023,2023-09-10,True
Eli,Vantablack,Rock,US,187,2,7,2022,2022-07-02,True
Cy,Marisol,Classical,EU,207,10,4,2021,2021-04-10,False
Fay,Riftwave,Rock,EU,159,29,3,2023,2023-03-29,False
Fay,Echo Park,HipHop,JP,219,1,4,2023,2023-04-01,False
Gus,Grův,Pop,JP,28,24,5,2022,2022-05-24,False
Dee,Sol Fina,Pop,UK,144,6,12,2021,2021-12-06,False
Hana,The Larks,Jazz,UK,71,19,1,2021,2021-01-19,False
Cy,The Larks,Jazz,US,96,22,9,2023,2023-09-22,True
Ben,Echo Park,HipHop,JP,58,21,7,2021,2021-07-21,False
Dee,Vantablack,Rock,US,50,12,7,2023,2023-07-12,True
Eli,Nova,Pop,EU,107,7,10,2022,2022-10-07,False
Fay,Nova,Pop,EU,221,21,1,2023,2023-01-21,False
Gus,Blue Ember,Jazz,UK,153,31,1,2023,2023-01-31,True
Ben,Marisol,Classical,US,84,29,7,2023,2023-07-29,False
Cy,Echo Park,HipHop,US,105,6,2,2021,2021-02-06,True
Hana,Marisol,Classical,EU,128,22,12,2023,2023-12-22,True
Dee,Nova,Pop,UK,59,17,2,2021,2021-02-17,True
Ben,Blue Ember,Jazz,US,126,30,12,2023,2023-12-30,True
Hana,Grův,Pop,EU,168,14,10,2021,2021-10-14,True
Dee,Grův,Pop,US,59,16,7,2023,2023-07-16,False
Hana,K.Low,HipHop,EU,141,2,4,2021,2021-04-02,False
Hana,The Larks,Jazz,US,171,20,5,2022,2022-05-20,False
Hana,Echo Park,HipHop,US,125,17,8,2022,2022-08-17,False
Eli,Grův,Pop,US,71,11,11,2023,2023-11-11,True
Gus,The Larks,Jazz,UK,134,16,5,2021,2021-05-16,True
Hana,Sol Fina,Pop,UK,191,9,2,2021,2021-02-09,False
Cy,K.Low,HipHop,EU,54,11,12,2022,2022-12-11,False
Ada,Sol Fina,Pop,UK,138,23,2,2021,2021-02-23,False
Cy,K.Low,HipHop,US,164,2,5,2023,2023-05-02,True
Fay,K.Low,HipHop,US,78,11,2,2021,2021-02-11,False
Eli,Sol Fina,Pop,US,94,29,11,2023,2023-11-29,False
Ada,Vantablack,Rock,JP,214,7,8,2022,2022-08-07,True
Eli,Vantablack,Rock,US,88,5,11,2023,2023-11-05,True
Ben,K.Low,HipHop,JP,144,19,5,2021,2021-05-19,True
Eli,Marisol,Classical,US,36,27,10,2021,2021-10-27,False
Eli,Nova,Pop,US,223,14,5,2022,2022-05-14,False
Fay,Sol Fina,Pop,US,144,2,2,2021,2021-02-02,False
Dee,Vantablack,Rock,US,183,23,4,2021,2021-04-23,True
Dee,Grův,Pop,EU,145,27,12,2021,2021-12-27,False
Fay,Vantablack,Rock,UK,86,19,3,2023,2023-03-19,False
Fay,Marisol,Classical,US,82,15,2,2023,2023-02-15,False
Gus,Nova,Pop,EU,169,6,4,2021,2021-04-06,False
Cy,Riftwave,Rock,UK,207,7,3,2021,2021-03-07,True
Dee,K.Low,HipHop,JP,31,20,12,2022,2022-12-20,True
Cy,K.Low,HipHop,JP,203,29,1,2022,2022-01-29,False
Eli,K.Low,HipHop,EU,200,18,5,2023,2023-05-18,False
Ben,K.Low,HipHop,EU,27,23,11,2021,2021-11-23,False
Dee,Echo Park,HipHop,EU,26,2,2,2022,2022-02-02,False
Ben,Riftwave,Rock,UK,167,29,8,2021,2021-08-29,True
Eli,K.Low,HipHop,EU,203,19,10,2021,2021-10-19,True
Gus,Riftwave,Rock,US,95,13,2,2023,2023-02-13,False
Hana,K.Low,HipHop,EU,154,1,6,2022,2022-06-01,True
Dee,Sol Fina,Pop,JP,240,23,12,2022,2022-12-23,False
Ada,Nova,Pop,US,78,28,3,2021,2021-03-28,True
Ben,K.Low,HipHop,EU,55,10,8,2022,2022-08-10,True
Ada,Nova,Pop,JP,238,18,5,2022,2022-05-18,False
Gus,Grův,Pop,US,68,25,9,2023,2023-09-25,True
Hana,Echo Park,HipHop,UK,114,9,4,2022,2022-04-09,False
Eli,Blue Ember,Jazz,JP,107,23,4,2021,2021-04-23,False
Ben,Riftwave,Rock,JP,126,3,2,2023,2023-02-03,False
Ada,Nova,Pop,US,65,13,6,2021,2021-06-13,False
Hana,Marisol,Classical,US,163,23,9,2023,2023-09-23,False
Cy,Echo Park,HipHop,EU,167,24,2,2022,2022-02-24,False
Ada,Vantablack,Rock,US,49,10,5,2023,2023-05-10,True
Ben,The Larks,Jazz,US,116,20,12,2022,2022-12-20,True
Cy,K.Low,HipHop,US,14,25,5,2022,2022-05-25,False
Fay,Blue Ember,Jazz,US,54,2,10,2022,2022-10-02,False
Hana,Marisol,Classical,UK,237,20,7,2021,2021-07-20,False
Cy,Blue Ember,Jazz,EU,122,23,3,2021,2021-03-23,False
Fay,Grův,Pop,UK,150,20,4,2023,2023-04-20,False
Ada,Riftwave,Rock,EU,214,16,11,2023,2023-11-16,True
Ada,Marisol,Classical,UK,172,2,8,2023,2023-08-02,False
Ada,Vantablack,Rock,US,191,1,12,2021,2021-12-01,True
Hana,Nova,Pop,US,171,28,1,2022,2022-01-28,True
Eli,Marisol,Classical,US,120,29,1,2022,2022-01-29,False
Gus,Marisol,Classical,US,152,9,2,2023,2023-02-09,False
Ada,Blue Ember,Jazz,US,70,14,11,2022,2022-11-14,True
Ada,Riftwave,Rock,US,214,23,5,2023,2023-05-23,False
Gus,Nova,Pop,US,44,1,11,2023,2023-11-01,False
Ada,Nova,Pop,EU,213,6,3,2022,2022-03-06,False
Ben,Marisol,Classical,UK,211,27,12,2022,2022-12-27,False
Eli,Nova,Pop,JP,35,2,7,2022,2022-07-02,False
Eli,Grův,Pop,EU,171,12,11,2023,2023-11-12,False
Ben,Blue Ember,Jazz,UK,238,23,1,2022,2022-01-23,True
Dee,Sol Fina,Pop,US,138,25,7,2021,2021-07-25,True
Fay,Sol Fina,Pop,UK,82,19,2,2022,2022-02-19,True
Dee,Marisol,Classical,US,212,9,11,2022,2022-11-09,True
Dee,The Larks,Jazz,UK,124,10,11,2023,2023-11-10,False
Ada,Riftwave,Rock,US,30,27,6,2023,2023-06-27,True
Dee,Blue Ember,Jazz,UK,60,21,1,2021,2021-01-21,False
Gus,Blue Ember,Jazz,US,164,12,7,2022,2022-07-12,True
Fay,Riftwave,Rock,EU,110,24,6,2021,2021-06-24,True
Hana,Blue Ember,Jazz,EU,53,1,2,2022,2022-02-01,False
Ben,K.Low,HipHop,EU,192,31,10,2023,2023-10-31,False
Ada,Echo Park,HipHop,UK,29,15,12,2023,2023-12-15,False
Eli,K.Low,HipHop,UK,53,18,6,2021,2021-06-18,False
Ben,The Larks,Jazz,US,112,4,6,2021,2021-06-04,True
Eli,Echo Park,HipHop,EU,10,2,2,2023,2023-02-02,False
Hana,Grův,Pop,UK,93,26,3,2022,2022-03-26,False
Cy,Riftwave,Rock,US,219,19,4,2022,2022-04-19,True
Eli,Grův,Pop,US,226,15,8,2023,2023-08-15,False
Fay,Sol Fina,Pop,JP,210,6,10,2023,2023-10-06,False
Ben,Grův,Pop,UK,78,14,9,2023,2023-09-14,False
Hana,K.Low,HipHop,UK,16,8,5,2023,2023-05-08,False
Ben,Grův,Pop,UK,196,10,12,2023,2023-12-10,False
Gus,Vantablack,Rock,UK,90,28,2,2023,2023-02-28,True
Fay,Nova,Pop,UK,180,27,8,2023,2023-08-27,False
Ben,Marisol,Classical,US,29,15,8,2022,2022-08-15,True
Fay,Riftwave,Rock,UK,161,25,2,2021,2021-02-25,True
Ben,Grův,Pop,EU,141,14,6,2023,2023-06-14,True
Eli,K.Low,HipHop,US,221,16,10,2023,2023-10-16,False
Hana,Blue Ember,Jazz,EU,25,8,12,2021,2021-12-08,False
Hana,Vantablack,Rock,US,98,14,4,2022,2022-04-14,False
Gus,Marisol,Classical,EU,238,19,9,2022,2022-09-19,False
Dee,Nova,Pop,UK,94,15,12,2022,2022-12-15,False
Eli,The Larks,Jazz,EU,158,9,1,2023,2023-01-09,False
Cy,The Larks,Jazz,UK,39,8,3,2022,2022-03-08,True
Hana,Echo Park,HipHop,JP,175,25,7,2023,2023-07-25,False
Dee,Sol Fina,Pop,UK,67,10,6,2023,2023-06-10,True
Gus,Marisol,Classical,EU,138,29,10,2023,2023-10-29,True
Cy,Vantablack,Rock,EU,212,23,9,2022,2022-09-23,True
Fay,Vantablack,Rock,US,159,26,3,2021,2021-03-26,True
Ben,Riftwave,Rock,US,114,15,7,2023,2023-07-15,False
Fay,Nova,Pop,UK,46,29,3,2021,2021-03-29,False
Ada,Blue Ember,Jazz,US,82,1,8,2021,2021-08-01,True
Ada,Marisol,Classical,US,204,9,11,2021,2021-11-09,False
Cy,Riftwave,Rock,US,52,22,7,2021,2021-07-22,True
Dee,Riftwave,Rock,UK,158,4,3,2023,2023-03-04,True
Fay,The Larks,Jazz,US,117,28,4,2022,2022-04-28,True
Cy,K.Low,HipHop,EU,78,29,8,2021,2021-08-29,True
Ada,Vantablack,Rock,UK,172,6,1,2021,2021-01-06,True
Cy,Vantablack,Rock,EU,87,25,8,2021,2021-08-25,True
Dee,Echo Park,HipHop,US,69,29,1,2023,2023-01-29,True
Eli,Echo Park,HipHop,UK,128,20,5,2023,2023-05-20,True
Fay,Blue Ember,Jazz,US,182,21,11,2021,2021-11-21,False
Ben,The Larks,Jazz,EU,208,22,3,2021,2021-03-22,True
Eli,K.Low,HipHop,US,152,3,9,2022,2022-09-03,True
Fay,The Larks,Jazz,JP,159,8,5,2023,2023-05-08,False
Gus,Marisol,Classical,US,190,18,3,2021,2021-03-18,True
Eli,Riftwave,Rock,UK,65,22,5,2023,2023-05-22,False
Gus,Echo Park,HipHop,US,61,6,7,2021,2021-07-06,True
Ben,Nova,Pop,UK,117,10,10,2021,2021-10-10,False
Fay,Echo Park,HipHop,UK,152,14,11,2022,2022-11-14,False
Ada,Nova,Pop,US,156,26,2,2021,2021-02-26,False
Ada,Blue Ember,Jazz,US,37,1,12,2021,2021-12-01,False
Gus,Sol Fina,Pop,US,188,2,6,2021,2021-06-02,False
Dee,Grův,Pop,US,88,24,8,2021,2021-08-24,True
Eli,Marisol,Classical,JP,211,27,4,2023,2023-04-27,True
Eli,Riftwave,Rock,UK,174,8,9,2021,2021-09-08,False
Fay,Blue Ember,Jazz,US,236,17,2,2021,2021-02-17,True
Ben,The Larks,Jazz,JP,152,24,8,2021,2021-08-24,True
Ben,Echo Park,HipHop,US,127,5,4,2021,2021-04-05,False
Ada,Riftwave,Rock,UK,46,14,11,2022,2022-11-14,True
Gus,K.Low,HipHop,EU,96,2,12,2023,2023-12-02,True
Ben,Blue Ember,Jazz,JP,207,3,7,2021,2021-07-03,False
Eli,Riftwave,Rock,EU,92,10,3,2023,2023-03-10,True
Dee,The Larks,Jazz,UK,13,2,2,2022,2022-02-02,False
Ben,Sol Fina,Pop,JP,59,20,3,2021,2021-03-20,False
Dee,Riftwave,Rock,US,143,24,1,2023,2023-01-24,False
Ada,Sol Fina,Pop,JP,151,18,8,2021,2021-08-18,False
Ben,Marisol,Classical,EU,237,17,7,2022,2022-07-17,True
Ben,Nova,Pop,JP,225,10,7,2022,2022-07-10,False
Gus,Marisol,Classical,US,128,17,10,2022,2022-10-17,False
Eli,Riftwave,Rock,US,134,28,5,2021,2021-05-28,False
Hana,Blue Ember,Jazz,EU,193,2,10,2021,2021-10-02,True
Dee,The Larks,Jazz,UK,12,19,3,2023,2023-03-19,True
Ben,Echo Park,HipHop,UK,143,19,10,2023,2023-10-19,True
Eli,Riftwave,Rock,JP,114,13,1,2021,2021-01-13,True
Hana,The Larks,Jazz,UK,188,30,3,2022,2022-03-30,True
Eli,Vantablack,Rock,US,193,24,8,2023,2023-08-24,False
Ada,The Larks,Jazz,UK,158,11,11,2021,2021-11-11,True
Cy,Echo Park,HipHop,US,158,6,5,2022,2022-05-06,False
Hana,K.Low,HipHop,US,166,18,9,2023,2023-09-18,False
Eli,Vantablack,Rock,US,140,28,11,2023,2023-11-28,True
Hana,Vantablack,Rock,EU,55,19,12,2022,2022-12-19,False
Eli,Echo Park,HipHop,EU,69,31,1,2023,2023-01-31,False
Ada,Blue Ember,Jazz,UK,179,4,11,2022,2022-11-04,True
Gus,K.Low,HipHop,US,149,7,11,2021,2021-11-07,False
Gus,Blue Ember,Jazz,EU,58,29,8,2023,2023-08-29,False
Fay,Blue Ember,Jazz,EU,211,7,2,2021,2021-02-07,False
Hana,Riftwave,Rock,EU,236,6,3,2021,2021-03-06,False
Ben,Nova,Pop,UK,151,21,10,2022,2022-10-21,False
Hana,Grův,Pop,EU,55,7,7,2023,2023-07-07,True
Ben,Nova,Pop,UK,226,11,6,2023,2023-06-11,False
Hana,The Larks,Jazz,UK,57,13,1,2023,2023-01-13,False
Ben,Nova,Pop,EU,104,17,2,2022,2022-02-17,False
Eli,Echo Park,HipHop,US,207,30,1,2022,2022-01-30,False
Gus,K.Low,HipHop,US,125,12,4,2022,2022-04-12,False
Ada,Vantablack,Rock,US,59,8,10,2021,2021-10-08,False
Ada,Blue Ember,Jazz,UK,20,4,4,2022,2022-04-04,True
Gus,Marisol,Classical,UK,87,25,4,2021,2021-04-25,False
Ada,Marisol,Classical,EU,162,17,12,2021,2021-12-17,True
Eli,Vantablack,Rock,UK,172,28,10,2023,2023-10-28,False
Hana,K.Low,HipHop,US,54,14,2,2023,2023-02-14,False
Eli,Vantablack,Rock,EU,39,5,6,2021,2021-06-05,False
Dee,The Larks,Jazz,US,169,10,11,2021,2021-11-10,False
Dee,Marisol,Classical,JP,39,12,10,2021,2021-10-12,False
Fay,K.Low,HipHop,US,16,5,11,2021,2021-11-05,True
Eli,Riftwave,Rock,UK,117,27,1,2023,2023-01-27,True
Eli,K.Low,HipHop,UK,138,8,9,2023,2023-09-08,True
Ben,Riftwave,Rock,EU,59,17,2,2023,2023-02-17,False
Fay,Riftwave,Rock,US,51,19,6,2022,2022-06-19,True
Fay,Grův,Pop,JP,57,26,6,2021,2021-06-26,False
Fay,Nova,Pop,UK,83,6,6,2021,2021-06-06,True
Ada,Marisol,Classical,UK,3,11,6,2023,2023-06-11,False
Fay,The Larks,Jazz,UK,3,13,1,2023,2023-01-13,False
Fay,Grův,Pop,US,89,13,7,2022,2022-07-13,False
Ben,Riftwave,Rock,UK,5,25,9,2022,2022-09-25,False
Gus,Riftwave,Rock,US,77,19,7,2023,2023-07-19,False
Eli,K.Low,HipHop,US,140,11,6,2023,2023-06-11,False
Dee,Vantablack,Rock,UK,8,6,4,2021,2021-04-06,False
Fay,Grův,Pop,UK,149,9,3,2022,2022-03-09,True
Eli,Blue Ember,Jazz,US,150,16,2,2021,2021-02-16,True
Eli,Riftwave,Rock,US,138,26,2,2022,2022-02-26,False
Cy,Blue Ember,Jazz,US,151,29,11,2022,2022-11-29,False
Hana,The Larks,Jazz,US,195,17,8,2021,2021-08-17,False
Hana,Nova,Pop,UK,17,14,6,2021,2021-06-14,False
Ben,K.Low,HipHop,US,41,22,6,2022,2022-06-22,True
Fay,Riftwave,Rock,EU,77,29,7,2022,2022-07-29,False
Ada,Riftwave,Rock,US,166,21,2,2023,2023-02-21,False
Cy,Grův,Pop,US,210,16,1,2021,2021-01-16,False
Hana,Nova,Pop,EU,221,29,9,2021,2021-09-29,False
Ben,K.Low,HipHop,US,140,5,5,2023,2023-05-05,False
Dee,Grův,Pop,UK,99,17,1,2023,2023-01-17,False
Ben,Sol Fina,Pop,JP,99,12,9,2023,2023-09-12,False
Fay,Nova,Pop,JP,15,12,6,2023,2023-06-12,True
Dee,Marisol,Classical,EU,112,8,7,2023,2023-07-08,False
Eli,Grův,Pop,US,124,14,7,2022,2022-07-14,False
Hana,Marisol,Classical,UK,50,16,11,2023,2023-11-16,False
Eli,Vantablack,Rock,JP,185,1,4,2022,2022-04-01,True
Fay,Vantablack,Rock,JP,195,16,9,2023,2023-09-16,False
Ada,Sol Fina,Pop,US,73,6,3,2022,2022-03-06,True
Ben,Riftwave,Rock,US,220,2,5,2022,2022-05-02,False
Hana,The Larks,Jazz,US,26,21,1,2023,2023-01-21,True
Gus,Grův,Pop,US,219,13,3,2022,2022-03-13,True
Fay,Riftwave,Rock,EU,185,11,6,2021,2021-06-11,False
Dee,The Larks,Jazz,US,54,9,9,2023,2023-09-09,True
Ben,The Larks,Jazz,US,157,11,5,2022,2022-05-11,True
Gus,Echo Park,HipHop,US,75,12,10,2023,2023-10-12,False
Gus,K.Low,HipHop,UK,192,14,3,2022,2022-03-14,False
Ben,Marisol,Classical,US,39,2,12,2023,2023-12-02,True
Eli,The Larks,Jazz,UK,59,23,10,2022,2022-10-23,False
Eli,Riftwave,Rock,US,74,22,4,2023,2023-04-22,False
Dee,The Larks,Jazz,JP,48,8,4,2023,2023-04-08,False
Hana,Grův,Pop,US,80,10,8,2021,2021-08-10,True
Ada,Sol Fina,Pop,UK,145,12,6,2023,2023-06-12,True
Cy,K.Low,HipHop,US,152,1,11,2023,2023-11-01,False
Ada,Vantablack,Rock,US,133,25,12,2022,2022-12-25,False
Fay,Nova,Pop,US,46,4,11,2023,2023-11-04,True
Fay,Grův,Pop,US,49,16,7,2023,2023-07-16,False
Hana,K.Low,HipHop,US,221,31,12,2022,2022-12-31,True
Eli,Nova,Pop,UK,61,7,6,2022,2022-06-07,False
Ben,Echo Park,HipHop,EU,25,28,7,2023,2023-07-28,False
Dee,Sol Fina,Pop,US,109,23,7,2021,2021-07-23,False
Ada,Sol Fina,Pop,UK,2,7,9,2022,2022-09-07,False
Fay,Nova,Pop,UK,83,13,6,2023,2023-06-13,True
Fay,Echo Park,HipHop,US,206,31,10,2023,2023-10-31,False
Gus,Sol Fina,Pop,US,65,20,10,2021,2021-10-20,True
Cy,Echo Park,HipHop,US,169,13,4,2021,2021-04-13,False
Cy,The Larks,Jazz,US,118,1,1,2022,2022-01-01,False
Ada,Blue Ember,Jazz,UK,86,5,8,2023,2023-08-05,True
Dee,Blue Ember,Jazz,JP,159,28,7,2022,2022-07-28,True
Dee,Grův,Pop,JP,143,2,3,2021,2021-03-02,True
Gus,Vantablack,Rock,JP,77,11,5,2021,2021-05-11,True
Gus,Marisol,Classical,UK,54,7,1,2022,2022-01-07,True
Ben,Blue Ember,Jazz,US,221,11,1,2022,2022-01-11,False
Cy,Sol Fina,Pop,US,41,29,5,2021,2021-05-29,False
Eli,Echo Park,HipHop,US,231,26,6,2022,2022-06-26,False
Cy,Nova,Pop,US,114,9,6,2022,2022-06-09,False
Ada,Vantablack,Rock,US,240,7,8,2021,2021-08-07,False
Gus,Grův,Pop,UK,85,12,9,2021,2021-09-12,True
Fay,Blue Ember,Jazz,US,136,29,12,2022,2022-12-29,False
Eli,Blue Ember,Jazz,US,148,9,11,2023,2023-11-09,False
