station,city,region,temp,humidity,day,month,year,date,rained
WX07,Chicago,North,33,15,20,3,2022,2022-03-20,False
WX08,Fargo,North,81,73,29,7,2023,2023-07-29,False
WX06,Newark,East,60,43,13,10,2023,2023-10-13,False
WX04,Miami,South,30,74,26,12,2022,2022-12-26,False
WX04,Miami,South,62,15,30,5,2022,2022-05-30,False
WX06,Newark,East,53,39,15,4,2023,2023-04-15,True
WX06,Newark,East,35,45,25,1,2023,2023-01-25,False
WX03,Austin,South,17,17,7,2,2023,2023-02-07,False
WX01,Denver,West,41,85,11,3,2023,2023-03-11,False
WX01,Denver,West,86,64,9,6,2023,2023-06-09,True
WX03,Austin,South,29,86,30,1,2022,2022-01-30,True
WX06,Newark,East,40,82,14,3,2022,2022-03-14,True
WX04,Miami,South,34,13,11,3,2022,2022-03-11,False
WX05,Boston,East,56,88,23,4,2022,2022-04-23,False
WX04,Miami,South,25,16,11,12,2023,2023-12-11,False
WX03,Austin,South,85,89,17,6,2023,2023-06-17,True
WX06,Newark,East,62,70,1,5,2023,2023-05-01,False
WX06,Newark,East,82,84,26,5,2023,2023-05-26,False
WX08,Fargo,North,29,55,25,1,2022,2022-01-25,False
WX07,Chicago,North,77,24,5,6,2022,2022-06-05,False
WX04,Miami,South,83,23,3,8,2023,2023-08-03,True
WX06,Newark,East,23,20,4,12,2022,2022-12-04,False
WX03,Austin,South,11,83,7,1,2023,2023-01-07,False
WX07,Chicago,North,75,58,2,7,2023,2023-07-02,True
WX05,Boston,East,19,29,24,2,2022,2022-02-24,False
WX07,Chicago,North,82,21,7,8,2023,2023-08-07,False
WX03,Austin,South,61,17,12,5,2023,2023-05-12,False
WX01,Denver,West,56,33,22,10,2022,2022-10-22,True
WX02,Seattle,West,34,78,31,12,2022,2022-12-31,True
WX05,Boston,East,31,91,24,2,2022,2022-02-24,False
WX08,Fargo,North,71,65,30,5,2022,2022-05-30,True
WX06,Newark,East,71,100,29,6,2022,2022-06-29,False
WX07,Chicago,North,61,45,3,10,2023,2023-10-03,False
WX04,Miami,South,39,40,24,3,2022,2022-03-24,False
WX08,Fargo,North,89,73,1,8,2022,2022-08-01,False
WX08,Fargo,North,70,22,7,4,2022,2022-04-07,False
WX02,Seattle,West,83,92,27,7,2022,2022-07-27,True
WX07,Chicago,North,-3,80,8,1,2022,2022-01-08,True
WX01,Denver,West,82,13,19,7,2022,2022-07-19,False
WX05,Boston,East,89,27,13,6,2023,2023-06-13,False
WX04,Miami,South,90,67,15,7,2023,2023-07-15,False
WX03,Austin,South,45,77,4,10,2022,2022-10-04,False
WX08,Fargo,North,61,29,31,5,2023,2023-05-31,False
WX06,Newark,East,35,77,28,3,2023,2023-03-28,True
WX02,Seattle,West,45,53,22,10,2023,2023-10-22,True
WX02,Seattle,West,89,71,11,8,2023,2023-08-11,False
WX01,Denver,West,82,48,17,6,2022,2022-06-17,True
WX03,Austin,South,32,51,6,3,2023,2023-03-06,False
WX01,Denver,West,84,45,29,7,2023,2023-07-29,True
WX03,Austin,South,87,24,12,8,2022,2022-08-12,False
WX07,Chicago,North,25,27,23,2,2023,2023-02-23,True
WX07,Chicago,North,57,25,20,10,2022,2022-10-20,False
WX07,Chicago,North,87,83,14,8,2022,2022-08-14,True
WX04,Miami,South,72,48,26,5,2022,2022-05-26,False
WX06,Newark,East,12,44,26,1,2022,2022-01-26,False
WX08,Fargo,North,84,87,2,7,2023,2023-07-02,False
WX01,Denver,West,82,90,21,8,2023,2023-08-21,True
WX08,Fargo,North,72,31,21,4,2023,2023-04-21,False
WX06,Newark,East,75,42,25,6,2022,2022-06-25,False
WX04,Miami,South,17,47,14,1,2022,2022-01-14,True
WX04,Miami,South,56,86,7,4,2023,2023-04-07,False
WX04,Miami,South,70,71,26,5,2022,2022-05-26,False
WX02,Seattle,West,33,59,5,2,2023,2023-02-05,False
WX02,Seattle,West,22,31,10,12,2023,2023-12-10,False
WX03,Austin,South,18,45,4,1,2022,2022-01-04,False
WX01,Denver,West,31,12,26,2,2023,2023-02-26,False
WX05,Boston,East,39,74,27,12,2023,2023-12-27,False
WX04,Miami,South,84,93,2,9,2022,2022-09-02,False
WX03,Austin,South,84,81,18,8,2023,2023-08-18,False
WX02,Seattle,West,85,38,28,8,2023,2023-08-28,True
WX08,Fargo,North,25,53,22,12,2022,2022-12-22,False
WX06,Newark,East,86,97,13,8,2022,2022-08-13,False
WX04,Miami,South,66,48,12,5,2023,2023-05-12,True
WX06,Newark,East,45,86,29,3,2023,2023-03-29,True
WX03,Austin,South,26,62,14,12,2022,2022-12-14,True
WX02,Seattle,West,72,55,21,5,2022,2022-05-21,True
WX06,Newark,East,75,63,28,6,2023,2023-06-28,False
WX07,Chicago,North,86,30,4,6,2022,2022-06-04,False
WX06,Newark,East,40,48,9,4,2022,2022-04-09,False
WX05,Boston,East,20,37,19,2,2022,2022-02-19,False
WX01,Denver,West,33,78,22,11,2022,2022-11-22,False
WX06,Newark,East,40,65,29,3,2022,2022-03-29,False
WX05,Boston,East,88,46,2,9,2022,2022-09-02,False
WX04,Miami,South,90,84,26,6,2022,2022-06-26,False
WX02,Seattle,West,36,51,2,12,2022,2022-12-02,False
WX08,Fargo,North,95,96,22,7,2023,2023-07-22,False
WX04,Miami,South,47,65,25,11,2022,2022-11-25,False
WX03,Austin,South,40,90,11,2,2023,2023-02-11,True
WX06,Newark,East,49,99,15,4,2022,2022-04-15,False
WX04,Miami,South,31,39,24,3,2022,2022-03-24,False
WX05,Boston,East,30,33,14,12,2023,2023-12-14,False
WX06,Newark,East,37,86,29,3,2023,2023-03-29,False
WX03,Austin,South,22,31,12,1,2022,2022-01-12,False
WX02,Seattle,West,23,78,17,2,2023,2023-02-17,True
WX02,Seattle,West,15,26,8,1,2022,2022-01-08,False
WX08,Fargo,North,38,89,26,2,2022,2022-02-26,False
WX05,Boston,East,64,72,30,9,2022,2022-09-30,False
WX04,Miami,South,60,57,25,4,2023,2023-04-25,False
WX03,Austin,South,42,50,29,3,2023,2023-03-29,False
WX06,Newark,East,73,67,1,8,2023,2023-08-01,False
WX08,Fargo,North,66,45,12,5,2022,2022-05-12,False
WX07,Chicago,North,67,46,20,5,2022,2022-05-20,False
WX05,Boston,East,25,28,25,1,2023,2023-01-25,False
WX04,Miami,South,70,24,27,9,2023,2023-09-27,False
WX07,Chicago,North,85,91,12,6,2023,2023-06-12,True
WX07,Chicago,North,61,78,4,5,2023,2023-05-04,True
WX04,Miami,South,56,50,10,3,2022,2022-03-10,False
WX08,Fargo,North,56,85,3,10,2023,2023-10-03,False
WX07,Chicago,North,29,65,20,12,2023,2023-12-20,False
WX07,Chicago,North,33,64,2,3,2023,2023-03-02,False
WX01,Denver,West,67,20,3,9,2022,2022-09-03,True
WX02,Seattle,West,70,58,29,4,2023,2023-04-29,False
WX03,Austin,South,40,19,14,4,2023,2023-04-14,False
WX07,Chicago,North,40,72,10,11,2023,2023-11-10,False
WX01,Denver,West,28,16,22,3,2022,2022-03-22,True
WX01,Denver,West,17,56,12,1,2023,2023-01-12,False
WX01,Denver,West,80,43,2,6,2023,2023-06-02,False
WX02,Seattle,West,65,21,12,9,2022,2022-09-12,False
WX08,Fargo,North,73,53,6,9,2023,2023-09-06,True
WX06,Newark,East,4,28,17,2,2022,2022-02-17,False
WX06,Newark,East,35,32,18,3,2022,2022-03-18,False
WX03,Austin,South,85,90,1,8,2023,2023-08-01,False
WX06,Newark,East,44,41,2,4,2022,2022-04-02,False
WX07,Chicago,North,50,46,2,11,2022,2022-11-02,True
WX05,Boston,East,85,10,25,7,2022,2022-07-25,False
WX07,Chicago,North,71,37,18,5,2023,2023-05-18,False
WX05,Boston,East,15,41,9,1,2022,2022-01-09,False
WX03,Austin,South,72,75,18,9,2022,2022-09-18,False
WX06,Newark,East,35,20,21,12,2023,2023-12-21,False
WX08,Fargo,North,92,94,27,9,2022,2022-09-27,False
WX07,Chicago,North,43,21,13,3,2023,2023-03-13,False
WX04,Miami,South,33,69,23,12,2023,2023-12-23,True
WX05,Boston,East,51,10,20,3,2023,2023-03-20,False
WX08,Fargo,North,92,84,6,7,2023,2023-07-06,False
WX06,Newark,East,37,73,2,12,2023,2023-12-02,False
WX05,Boston,East,44,86,27,3,2023,2023-03-27,False
WX03,Austin,South,86,94,31,8,2023,2023-08-31,False
WX08,Fargo,North,23,85,7,1,2023,2023-01-07,False
WX08,Fargo,North,71,66,18,8,2023,2023-08-18,False
WX01,Denver,West,57,86,14,4,2023,2023-04-14,True
WX01,Denver,West,60,18,5,9,2022,2022-09-05,False
WX01,Denver,West,12,68,12,2,2023,2023-02-12,False
WX04,Miami,South,74,100,2,9,2022,2022-09-02,False
WX02,Seattle,West,46,44,17,10,2022,2022-10-17,False
WX08,Fargo,North,85,98,1,8,2022,2022-08-01,False
WX08,Fargo,North,26,56,25,12,2022,2022-12-25,True
WX02,Seattle,West,74,52,11,9,2022,2022-09-11,True
WX07,Chicago,North,48,37,2,4,2023,2023-04-02,False
WX02,Seattle,West,80,19,27,9,2022,2022-09-27,True
WX07,Chicago,North,24,89,25,12,2022,2022-12-25,False
WX03,Austin,South,59,75,13,4,2022,2022-04-13,True
WX01,Denver,West,45,46,10,10,2022,2022-10-10,False
WX04,Miami,South,71,97,17,9,2022,2022-09-17,False
WX07,Chicago,North,33,26,3,12,2023,2023-12-03,False
WX08,Fargo,North,45,80,23,11,2022,2022-11-23,False
WX01,Denver,West,14,51,16,1,2022,2022-01-16,True
WX07,Chicago,North,81,66,14,8,2022,2022-08-14,False
WX03,Austin,South,77,13,17,6,2023,2023-06-17,False
WX04,Miami,South,67,65,1,5,2022,2022-05-01,False
WX01,Denver,West,44,71,29,4,2022,2022-04-29,True
WX08,Fargo,North,71,98,30,9,2022,2022-09-30,False
WX07,Chicago,North,78,41,18,9,2022,2022-09-18,False
WX06,Newark,East,18,16,18,12,2022,2022-12-18,False
